4FGL-DR4,source_type,glat,glon,significance,r95,Ep,Fp,d,diffuse,p_pulsar
4FGL J0057.7+3023,rdg-bll,-32.455,124.558,11.878,0.090,0.100,0.909,-0.021,-0.213,0.003
4FGL J0057.9+6326,unid-bll,0.576,123.663,10.585,0.042,64.366,0.429,0.370,0.907,0.014
4FGL J0058.0-0539,fsrq-fsrq,-68.469,127.413,16.019,0.048,0.100,1.968,0.054,-0.300,0.005
4FGL J0058.0-3233,bll-bll,-84.377,288.560,45.370,0.024,1.423,2.912,0.329,-0.577,0.004
4FGL J0058.1+6915,unid-fsrq,6.397,123.533,5.473,0.081,0.181,0.751,0.398,0.631,0.007
4FGL J0058.3+1723,bll-bll,-45.452,125.269,4.636,0.051,34.377,0.023,0.573,-0.184,0.006
4FGL J0058.3-4603,unid-bll,-71.023,299.236,5.724,0.075,0.100,0.008,-0.001,-0.620,0.008
4FGL J0058.4+3315,fsrq-fsrq,-29.598,124.616,7.485,0.054,0.763,0.056,0.267,-0.181,0.004
4FGL J0058.6-1140,bcu-bll,-74.460,129.490,6.306,0.066,0.100,0.019,0.001,-0.483,0.006
4FGL J0059.2+0006,fsrq-bll,-62.691,127.181,6.726,0.086,0.100,0.609,-0.049,-0.472,0.005
4FGL J0059.3-0152,bll-bll,-64.673,127.554,13.494,0.045,38.120,0.172,0.188,-0.352,0.009
4FGL J0059.4-5654,unid-fsrq,-60.185,300.730,25.888,0.066,0.261,3.156,0.462,-0.518,0.001
4FGL J0059.5-3512,bll-bll,-81.733,291.345,10.800,0.053,4.091,0.044,0.634,-0.570,0.002
4FGL J0059.5-3338,fsrq-bll,-83.257,288.404,5.695,0.200,0.100,1.036,0.040,-0.594,0.004
4FGL J0059.7-7210,sfr-pulsar,-44.934,302.037,6.282,0.237,0.721,0.271,1.967,-0.294,0.713
4FGL J0100.3+0745,bll-bll,-55.040,126.796,50.529,0.019,4.181,5.283,0.264,-0.252,0.005
4FGL J0101.0-0059,bll-bll,-63.761,128.374,6.286,0.089,0.100,0.736,-0.034,-0.456,0.005
4FGL J0101.1-6422,msp,-52.727,301.189,66.905,0.021,1.144,11.291,0.824,-0.533,0.998
4FGL J0101.3-8019,fsrq-fsrq,-36.795,302.413,4.793,0.178,0.100,0.405,0.247,-0.114,0.006
4FGL J0101.7-5455,bll-bll,-62.139,299.752,6.313,0.045,32.509,0.019,0.268,-0.543,0.005
4FGL J0101.8-7543,fsrq-bll,-41.378,302.074,4.270,0.293,0.100,0.456,-0.080,-0.178,0.006
4FGL J0102.0-6240,unid-bll,-54.403,300.843,7.852,0.084,4.572,0.014,0.198,-0.550,0.006
4FGL J0102.0+1639,bcu-bll,-46.143,126.616,7.084,0.085,0.938,0.026,0.192,-0.319,0.004
4FGL J0102.1+5846,bcu-bll,-4.065,124.323,5.193,0.041,1.699,0.029,0.180,0.724,0.003
4FGL J0102.1+4458,unid-bll,-17.862,124.928,4.894,0.092,5.960,0.027,1.663,-0.009,0.001
4FGL J0102.3+1000,unid-bll,-52.765,127.393,12.363,0.059,5.833,0.164,0.896,-0.332,0.014
4FGL J0102.4+4214,fsrq-fsrq,-20.588,125.104,14.902,0.073,0.117,3.608,0.410,-0.063,0.004
4FGL J0102.4+0942,bll-bll,-53.069,127.445,6.981,0.089,0.100,0.300,-0.094,-0.345,0.006
4FGL J0102.6-5639,bcu-bll,-60.405,299.819,7.859,0.097,4.017,0.024,0.323,-0.525,0.003
4FGL J0102.7-2001,bcu-bll,-82.443,143.615,5.260,0.051,21.041,0.036,1.207,-0.673,0.006
4FGL J0102.8+5824,fsrq-fsrq,-4.430,124.424,59.445,0.015,0.196,68.241,0.131,0.628,0.007
4FGL J0102.8+4839,msp,-14.170,124.876,47.042,0.021,1.402,10.765,0.587,0.057,0.990
4FGL J0102.9-7051,glc-bll,-46.235,301.568,5.822,0.097,1.962,0.022,0.904,-0.369,0.002
4FGL J0103.1+4954,bcu-fsrq,-12.919,124.858,7.720,0.135,0.100,0.622,0.253,0.149,0.005
4FGL J0103.5+1526,bll-bll,-47.336,127.228,8.743,0.067,0.573,0.043,0.114,-0.177,0.007
4FGL J0103.5+5337,bll-bll,-9.203,124.745,26.588,0.022,22.242,1.202,0.179,0.388,0.010
4FGL J0103.8+1321,bll-bll,-49.406,127.584,9.098,0.051,3.165,0.043,0.294,-0.367,0.003
4FGL J0104.6-0818,unid-bll,-70.926,132.989,4.279,0.168,0.264,0.029,0.230,-0.319,0.004
4FGL J0104.8-2215,unid-bll,-84.258,155.555,4.148,0.085,2.984,0.018,1.257,-0.618,0.008
4FGL J0104.8-2416,fsrq-fsrq,-85.847,170.385,16.463,0.079,0.100,2.348,0.239,-0.588,0.004
4FGL J0105.1+3929,bll-fsrq,-23.299,125.815,23.681,0.049,0.107,0.664,0.117,-0.259,0.007
4FGL J0105.9+3403,bll-fsrq,-28.711,126.356,5.791,0.130,0.100,0.813,0.179,-0.271,0.005
4FGL J0106.1+1131,unid-bll,-51.179,128.697,6.747,0.076,5.612,0.015,0.409,-0.315,0.003
4FGL J0106.4+4855,psr,-13.871,125.469,65.729,0.018,2.038,30.886,0.947,0.074,0.977
4FGL J0106.9-4832,bcu-bll,-68.382,295.939,5.263,0.111,0.258,0.011,0.120,-0.566,0.005
4FGL J0107.3-1210,bll-bll,-74.598,137.681,8.769,0.105,0.321,0.060,0.144,-0.580,0.004
4FGL J0107.4+0334,bll-bll,-59.062,130.698,8.750,0.079,0.100,0.228,-0.008,-0.495,0.006
4FGL J0107.4+0459,unid-bll,-57.654,130.416,5.901,0.090,5.217,0.004,0.236,-0.483,0.005
4FGL J0107.6+4950,bcu-bll,-12.946,125.609,5.432,0.089,0.100,0.045,0.063,0.082,0.004
4FGL J0108.1-0039,fsrq-fsrq,-63.229,132.218,8.110,0.139,0.100,1.511,0.205,-0.422,0.002
4FGL J0108.6+0134,fsrq-fsrq,-60.991,131.844,216.546,0.012,0.154,1400.093,0.225,-0.538,0.008
4FGL J0109.1+1815,bll-bll,-44.404,128.832,25.097,0.032,2.345,0.535,0.166,-0.285,0.013
4FGL J0109.3+2401,bcu-bll,-38.666,128.165,8.265,0.057,0.255,0.030,0.040,-0.314,0.004
4FGL J0109.7+6133,fsrq-fsrq,-1.233,125.114,34.527,0.030,0.140,87.560,0.317,0.711,0.008
4FGL J0110.0-5246,unid-bll,-64.113,296.481,6.800,0.131,1.553,0.029,1.955,-0.583,0.321
4FGL J0110.0-4019,bll-bll,-76.259,287.827,12.361,0.038,11.715,0.041,0.236,-0.592,0.004
4FGL J0110.1+6805,bll-bll,5.289,124.686,46.398,0.013,5.589,5.960,0.027,0.708,0.009
4FGL J0110.2+4151,bll-bll,-20.876,126.676,5.962,0.056,642.108,0.045,0.087,-0.119,0.005
4FGL J0110.3-0431,bcu-bll,-66.954,135.028,5.364,0.082,0.100,0.179,0.071,-0.449,0.005
4FGL J0110.6+0415,unid-bll,-58.277,132.072,4.525,0.066,13.480,0.006,0.186,-0.513,0.005
4FGL J0110.7-1254,bll-bll,-75.077,141.532,12.511,0.032,0.100,0.054,-0.009,-0.620,0.005
4FGL J0110.9+4344,bcu-bll,-18.984,126.648,7.491,0.057,0.100,0.245,-0.033,-0.126,0.005
4FGL J0111.4-7304,bcu-bll,-43.978,300.912,4.805,0.080,1.511,0.012,0.308,-0.342,0.004
4FGL J0111.4+0534,bll-bll,-56.940,132.077,6.302,0.063,13.048,0.016,0.290,-0.347,0.004
4FGL J0111.5-2546,bcu-bll,-85.293,197.395,5.056,0.118,0.100,0.430,-0.074,-0.591,0.006
4FGL J0112.0+3442,unid-bll,-27.977,127.728,4.858,0.106,1.298,0.018,0.632,-0.307,0.004
4FGL J0112.0-6634,fsrq-fsrq,-50.424,299.712,14.941,0.104,0.100,3.042,0.235,-0.546,0.002
4FGL J0112.1+2245,bll-bll,-39.871,129.148,155.201,0.011,0.833,176.147,0.120,-0.319,0.008
4FGL J0112.1-0321,fsrq-fsrq,-65.725,135.574,6.812,0.120,0.368,0.242,0.415,-0.351,0.004
4FGL J0112.5-0651,unid-fsrq,-69.119,137.755,4.888,0.273,0.293,0.352,1.409,-0.113,0.019
4FGL J0112.6-3158,bll-bll,-83.312,260.630,5.594,0.086,4.877,0.024,1.622,-0.504,0.002
4FGL J0112.8-7506,bll-bll,-41.949,301.086,17.964,0.040,4.887,0.147,0.245,-0.193,0.002
4FGL J0112.8-0253,bcu-bll,-65.234,135.767,4.203,0.097,3.971,0.009,0.609,-0.409,0.005
4FGL J0112.8+3208,fsrq-fsrq,-30.512,128.203,70.553,0.019,0.112,45.721,0.158,-0.261,0.008
4FGL J0113.1-3553,fsrq-fsrq,-80.092,276.477,21.272,0.067,0.240,0.787,0.245,-0.587,0.002
4FGL J0113.4+4948,fsrq-fsrq,-12.910,126.576,38.742,0.026,0.514,4.721,0.162,0.108,0.007
4FGL J0113.7+0225,bll-fsrq,-59.968,134.101,11.205,0.073,0.100,3.141,-0.012,-0.427,0.003
4FGL J0114.0+6418,bcu-bll,1.540,125.382,7.594,0.084,4.337,0.120,0.202,0.957,0.001
4FGL J0114.8+1326,bll-bll,-49.042,131.634,37.649,0.024,1.500,1.599,0.097,-0.388,0.001
4FGL J0114.9-3400,bll-bll,-81.463,268.032,10.511,0.028,1000.000,0.301,0.043,-0.517,0.006
4FGL J0115.1+2622,bcu-bll,-36.196,129.506,5.729,0.092,2.514,0.017,0.287,-0.148,0.005
4FGL J0115.1-0129,fsrq-fsrq,-63.745,136.425,13.948,0.071,0.100,3.042,0.181,-0.328,0.003
4FGL J0115.4-2917,unid-bll,-84.288,236.604,7.328,0.057,11.908,0.013,0.377,-0.586,0.004
4FGL J0115.6-5653,bcu-bll,-59.922,296.341,4.561,0.059,61.703,0.008,0.310,-0.528,0.013
4FGL J0115.6+0356,bll-bll,-58.380,134.506,41.881,0.030,1.569,2.686,0.209,-0.465,0.011
4FGL J0115.8+2519,bll-bll,-37.212,129.852,47.701,0.021,53.927,5.697,0.035,-0.057,0.015
4FGL J0116.0-1136,fsrq-fsrq,-73.440,144.504,30.647,0.034,0.100,6.254,0.081,-0.490,0.007
4FGL J0116.0-2745,bll-bll,-84.512,220.940,10.928,0.041,14.105,0.042,0.311,-0.581,0.004
4FGL J0116.2-6153,bll-bll,-54.988,297.844,15.640,0.027,9.510,0.078,0.204,-0.550,0.003
4FGL J0116.5-2812,bll-bll,-84.341,225.304,6.046,0.116,0.100,0.241,-0.100,-0.586,0.006
4FGL J0116.5-3046,fsrq-bll,-83.398,248.026,4.712,0.198,0.100,0.226,0.184,-0.543,0.006
4FGL J0116.8+6914,unid-pulsar,6.481,125.190,7.234,0.148,0.506,1.824,1.931,0.615,0.871
4FGL J0117.8-2109,fsrq-fsrq,-81.526,169.555,26.499,0.039,0.429,1.260,0.259,-0.620,0.005
4FGL J0117.9+1430,unid-fsrq,-47.878,132.518,7.041,0.151,0.100,1.891,0.042,-0.368,0.003
4FGL J0118.3-6008,unid-bll,-56.666,296.838,13.642,0.120,1.080,0.060,0.234,-0.511,0.003
4FGL J0118.7-0848,bcu-fsrq,-70.575,143.622,8.304,0.155,0.134,0.593,0.486,-0.460,0.002
4FGL J0118.9-2141,fsrq-fsrq,-81.720,173.406,57.702,0.018,0.100,48.191,0.112,-0.665,0.008
4FGL J0119.0-1458,bll-bll,-76.258,152.185,17.842,0.035,19.156,0.200,0.174,-0.661,0.007
4FGL J0119.4-5354,bcu-bll,-62.718,293.910,10.088,0.107,0.100,0.445,-0.061,-0.547,0.006
4FGL J0119.6+4158,bll-bll,-20.582,128.533,4.399,0.094,0.896,0.025,0.478,-0.206,0.007
4FGL J0120.1+0505,unid-bll,-57.040,136.171,4.012,0.096,0.100,0.642,-0.096,-0.433,0.005
4FGL J0120.2-7944,unid-bll,-37.297,301.325,4.887,0.061,0.100,0.595,-0.100,-0.101,0.006
4FGL J0120.4-2701,bll-bll,-83.533,213.655,91.170,0.012,6.265,20.482,0.095,-0.655,0.009
4FGL J0121.4-7216,unid-bll,-44.661,299.731,5.210,0.056,19.096,0.009,0.632,-0.307,0.007
4FGL J0121.5+7906,unid-bll,16.318,124.411,5.060,0.062,0.100,0.015,-0.011,0.295,0.005
4FGL J0121.7+5153,bcu-bll,-10.697,127.684,5.281,0.061,32.302,0.033,0.202,0.476,0.005
4FGL J0121.8+1147,fsrq-bll,-50.382,134.658,4.344,0.074,6.989,0.005,0.228,-0.341,0.005
4FGL J0121.8-3916,bll-bll,-76.304,277.269,15.483,0.036,6.427,0.073,0.156,-0.544,0.002
4FGL J0122.1-3004,bcu-bll,-82.654,238.332,5.396,0.044,69.932,0.039,0.627,-0.599,0.010
4FGL J0122.4+1034,unid-bll,-51.556,135.238,5.798,0.047,13.974,0.023,0.667,-0.225,0.005
4FGL J0122.4-1509,unid-bll,-76.024,155.544,4.379,0.094,2.534,0.009,0.724,-0.625,0.006
4FGL J0123.1+3421,bll-bll,-28.061,130.349,15.223,0.035,259.272,0.284,0.084,-0.274,0.007
4FGL J0123.7+4209,bll-bll,-20.307,129.305,5.264,0.034,1000.000,0.121,-0.091,-0.200,0.006
4FGL J0123.7-2311,bll-bll,-81.700,186.414,24.637,0.033,74.229,0.481,0.055,-0.646,0.013
4FGL J0123.7-4129,unid-bll,-74.179,280.212,4.095,0.087,5.195,0.003,0.476,-0.591,0.012
4FGL J0124.0+3035,unid-fsrq,-31.758,131.185,7.150,0.153,0.100,0.671,0.372,-0.257,0.005
4FGL J0124.8-0625,bll-bll,-67.832,145.440,9.006,0.079,0.385,0.101,0.193,-0.401,0.003
4FGL J0125.3+6820,unid-fsrq,5.676,126.063,7.068,0.107,0.219,1.533,0.525,0.672,0.015
4FGL J0125.3-5112,fsrq-bll,-65.077,290.284,5.328,0.129,0.100,0.124,0.170,-0.618,0.007
4FGL J0125.3-2548,bll-bll,-82.289,204.983,28.198,0.043,0.882,0.468,0.230,-0.657,0.001
4FGL J0125.4+3200,bcu-fsrq,-30.311,131.286,4.041,0.255,0.125,0.377,0.571,-0.261,0.002
4FGL J0125.7-0015,fsrq-fsrq,-61.904,141.374,7.814,0.300,0.100,4.447,0.226,-0.502,0.003
4FGL J0125.8-6348,unid-bll,-52.900,296.650,4.824,0.088,0.100,0.029,0.091,-0.521,0.005
4FGL J0125.8+2605,bcu-fsrq,-36.141,132.522,5.008,0.090,0.100,1.543,-0.031,-0.061,0.003
4FGL J0125.9-6303,unid-bll,-53.628,296.341,5.304,0.073,5.484,0.006,0.338,-0.507,0.005
4FGL J0126.0-2221,fsrq-fsrq,-80.807,183.585,13.152,0.062,0.187,0.728,0.325,-0.628,0.002
4FGL J0126.3-6746,unid-bll,-49.010,297.911,6.009,0.068,14.221,0.011,0.765,-0.459,0.007
4FGL J0126.5-1553,bcu-bll,-76.109,160.679,4.611,0.342,0.943,0.028,0.812,-0.673,0.009
4FGL J0126.8+2412,unid-fsrq,-37.957,133.176,6.949,0.090,0.158,0.269,0.302,-0.160,0.002
4FGL J0127.1+3310,bll-bll,-29.103,131.474,6.498,0.078,0.100,0.015,0.003,-0.244,0.006
4FGL J0127.2-0819,bll-bll,-69.381,148.846,25.455,0.037,1.165,0.768,0.255,-0.521,0.091
4FGL J0127.2+0324,bll-bll,-58.257,140.128,17.100,0.034,7.067,0.195,0.145,-0.478,0.005
4FGL J0127.3-0148,bll-bll,-63.248,143.217,4.238,0.094,0.648,0.010,0.149,-0.421,0.005
4FGL J0127.4-4813,bcu-bll,-67.768,286.924,12.751,0.080,0.100,0.197,0.029,-0.641,0.006
4FGL J0127.9+4857,bll-fsrq,-13.483,129.075,7.844,0.091,0.100,0.789,0.071,0.115,0.006
4FGL J0128.1+7542,unid-fsrq,12.999,125.248,5.140,0.135,0.585,0.184,0.856,0.414,0.041
4FGL J0128.2-1722,bcu-bll,-77.070,165.871,5.767,0.099,0.100,0.072,0.182,-0.599,0.005
4FGL J0128.3+5710,bcu-bll,-5.343,127.939,5.857,0.052,0.100,0.332,-0.029,0.486,0.006
4FGL J0128.4+2614,unid-pulsar,-35.897,133.182,5.711,0.189,0.452,0.442,1.496,-0.108,0.766
4FGL J0128.5+4440,fsrq-bll,-17.695,129.848,7.121,0.074,2.358,0.046,0.488,-0.123,0.002
4FGL J0128.8-4626,unid-bll,-69.326,284.443,5.427,0.164,0.880,0.007,0.402,-0.615,0.006
4FGL J0129.0+6312,bcu-pulsar,0.649,127.158,9.882,0.149,0.239,9.159,0.584,0.972,0.542
4FGL J0129.7+3436,bll-bll,-27.592,131.830,10.988,0.052,3.791,0.062,0.499,-0.314,0.002
4FGL J0129.8+1440,fsrq-fsrq,-47.162,136.670,20.428,0.251,0.169,1.772,0.393,-0.310,0.002
4FGL J0130.4-2129,bcu-bll,-79.478,182.703,9.844,0.125,3.871,0.013,0.065,-0.689,0.005
4FGL J0130.6+1844,bcu-bll,-43.151,135.695,7.144,0.077,1.152,0.020,0.081,-0.325,0.004
4FGL J0131.1+6120,bll-bll,-1.168,127.679,38.436,0.017,27.089,7.583,0.184,0.853,0.013
4FGL J0131.2+5547,bcu-bll,-6.651,128.552,16.143,0.040,0.383,0.371,0.059,0.577,0.005
4FGL J0131.7-5346,unid-bll,-62.335,290.057,12.051,0.048,1.531,0.064,0.843,-0.513,0.146
4FGL J0132.1-0956,unid-fsrq,-70.314,154.020,10.884,0.186,0.100,2.583,0.426,-0.450,0.001
4FGL J0132.7-1654,fsrq-fsrq,-76.019,168.100,65.057,0.025,0.154,23.244,0.171,-0.646,0.005
4FGL J0132.7-0804,fsrq-bll,-68.582,152.003,9.966,0.043,4.747,0.054,0.264,-0.502,0.002
4FGL J0132.8-4413,bll-bll,-70.986,279.659,14.525,0.046,0.100,0.100,0.030,-0.587,0.004
4FGL J0132.8+4324,bcu-fsrq,-18.828,130.866,9.887,0.114,0.656,0.129,0.580,-0.135,0.016
4FGL J0132.9-4259,unid-bll,-72.046,277.622,7.453,0.146,0.100,0.461,0.044,-0.560,0.006
4FGL J0133.0+5931,unid-bll,-2.914,128.191,7.797,0.049,0.100,0.812,-0.089,0.621,0.007
4FGL J0133.1-5201,fsrq-fsrq,-63.902,288.256,59.269,0.037,0.193,13.735,0.198,-0.504,0.006
4FGL J0133.2-4533,bcu-bll,-69.783,281.390,5.309,0.059,17.607,0.013,0.789,-0.577,0.009
4FGL J0133.7-3409,unid-bll,-78.514,253.265,4.549,0.082,1000.000,0.177,-0.087,-0.576,0.005
4FGL J0133.7-5527,bcu-bll,-60.658,290.657,5.356,0.130,0.100,0.168,-0.062,-0.509,0.005
4FGL J0134.3-3842,fsrq-fsrq,-75.353,267.865,12.648,0.086,0.119,0.328,0.243,-0.604,0.004
4FGL J0134.5+2637,bll-bll,-35.253,134.733,30.855,0.026,7.359,1.168,0.216,-0.052,0.011
4FGL J0135.0+5338,bcu-pulsar,-8.684,129.447,6.593,0.122,1.066,0.192,1.448,0.301,0.932
4FGL J0135.1+0255,bll-bll,-58.162,143.944,5.077,0.059,93.020,0.027,0.191,-0.400,0.007
4FGL J0135.3-2728,bcu-bll,-80.250,217.452,4.120,0.065,0.100,0.016,0.039,-0.601,0.006
4FGL J0136.2-4708,unid-bll,-68.139,282.145,4.263,0.067,9.658,0.005,0.595,-0.603,0.007
4FGL J0136.4+6911,unid-fsrq,6.668,126.930,4.245,0.413,0.160,0.709,0.408,0.620,0.018
4FGL J0136.5+3906,bll-bll,-22.939,132.422,104.149,0.010,25.312,102.421,0.168,-0.159,0.017
4FGL J0136.6+3130,unid-bll,-30.385,134.105,4.900,0.095,1000.000,0.063,-0.100,-0.305,0.011
4FGL J0136.8+2032,bcu-bll,-41.084,137.075,4.781,0.171,0.100,0.421,0.095,-0.324,0.006
4FGL J0137.0+4751,fsrq-fsrq,-14.310,130.798,70.628,0.014,0.274,40.936,0.201,0.119,0.006
4FGL J0137.3-3239,unid-bll,-78.621,244.720,5.330,0.125,0.452,0.022,0.279,-0.514,0.005
4FGL J0137.5+0847,fsrq-bll,-52.375,141.803,4.927,0.168,0.100,0.870,0.216,-0.261,0.005
4FGL J0137.6-2430,fsrq-fsrq,-79.287,201.396,38.226,0.032,0.100,18.865,0.208,-0.681,0.008
4FGL J0137.9+5814,bll-bll,-4.069,129.040,40.553,0.023,19.852,3.765,0.037,0.545,0.011
4FGL J0138.0+2247,bll-bll,-38.822,136.752,15.999,0.028,7.138,0.165,0.043,-0.017,0.002
4FGL J0138.5+3931,unid-fsrq,-22.450,132.738,6.884,0.097,0.100,1.626,0.169,-0.223,0.004
4FGL J0138.5+0300,unid-bll,-57.797,145.414,4.780,0.098,1.827,0.009,0.273,-0.363,0.004
4FGL J0138.5-4613,bll-bll,-68.754,279.982,16.476,0.057,0.952,0.081,0.131,-0.592,0.002
4FGL J0138.6+2923,bcu-fsrq,-32.367,135.115,8.191,0.120,0.148,0.347,0.372,-0.261,0.003
4FGL J0138.6+6821,unid-fsrq,5.879,127.285,8.623,0.044,0.100,7.938,0.000,0.718,0.054
4FGL J0139.0+2601,bll-bll,-35.621,136.106,7.856,0.061,0.100,0.299,0.074,-0.104,0.006
4FGL J0139.2-1705,unid-bll,-75.070,173.162,6.046,0.063,0.100,0.654,-0.100,-0.659,0.005
4FGL J0139.5-2228,unid-pulsar,-78.132,192.494,14.212,0.073,2.243,0.175,1.808,-0.708,0.973
4FGL J0140.3+7054,unid-bll,8.415,126.947,8.033,0.035,14.305,0.059,0.485,0.563,0.003
4FGL J0140.4+5114,unid-pulsar,-10.881,130.709,4.940,0.152,1.211,0.079,1.615,0.320,0.927
4FGL J0140.5-4730,unid-bll,-67.470,280.916,5.004,0.105,0.759,0.025,0.838,-0.575,0.004
4FGL J0140.6-0758,bll-bll,-67.578,156.522,7.608,0.066,12.637,0.043,0.556,-0.531,0.003
4FGL J0140.6+8736,bcu-bll,24.788,123.494,7.038,0.050,1.927,0.027,0.153,0.560,0.005
4FGL J0141.4-0928,bll-fsrq,-68.769,159.066,87.573,0.019,0.484,18.428,0.117,-0.557,0.008
4FGL J0142.5+6650,unid-pulsar,4.460,127.935,5.419,0.209,0.591,1.377,1.580,0.901,0.989
4FGL J0142.7-0543,bll-bll,-65.371,154.911,6.683,0.067,0.100,0.105,0.038,-0.586,0.005
4FGL J0143.1-3622,bcu-fsrq,-75.665,256.259,34.826,0.032,0.108,1.238,0.225,-0.565,0.012
4FGL J0143.5-3156,fsrq-bll,-77.687,239.078,9.924,0.148,0.100,0.175,-0.100,-0.578,0.006
4FGL J0143.7-5846,bll-bll,-57.071,290.459,45.685,0.017,42.139,2.490,0.073,-0.518,0.014
4FGL J0143.8+4947,unid-bll,-12.199,131.540,4.760,0.056,3.681,0.008,0.383,0.135,0.005
4FGL J0144.3+5959,unid-fsrq,-2.197,129.506,5.588,0.128,0.242,1.183,0.597,0.672,0.032
4FGL J0144.6+2705,bll-bll,-34.297,137.276,111.309,0.012,0.707,99.894,0.169,-0.140,0.007
4FGL J0145.0-2732,fsrq-fsrq,-78.096,217.974,26.445,0.045,0.100,7.371,0.273,-0.618,0.008
4FGL J0145.9+2319,bcu-bll,-37.851,138.828,7.194,0.105,0.193,0.183,0.227,-0.050,0.003
4FGL J0146.0-6746,bll-bll,-48.523,295.182,21.652,0.035,1.840,0.173,0.234,-0.505,0.000
4FGL J0146.3+4606,bcu-bll,-15.708,132.775,10.493,0.046,1.433,0.065,0.306,-0.048,0.004
4FGL J0146.9-5202,bll-bll,-62.992,283.988,15.894,0.047,2.969,0.110,0.331,-0.332,0.005
4FGL J0147.6+1547,bcu-bll,-44.965,142.199,4.970,0.131,0.100,0.103,-0.052,-0.305,0.005
4FGL J0147.6-6028,bcu-bll,-55.308,290.793,5.792,0.066,7.685,0.008,0.431,-0.514,0.004
4FGL J0147.6-0825,bcu-fsrq,-67.046,160.967,11.390,0.079,0.169,0.154,0.195,-0.517,0.005
4FGL J0148.2+5201,bll-bll,-9.873,131.745,23.294,0.021,18.999,0.645,0.191,0.255,0.009
4FGL J0148.6+0127,bll-bll,-58.266,150.927,9.227,0.045,0.100,0.313,-0.055,-0.565,0.006
4FGL J0149.8+2650,bll-bll,-34.225,138.721,4.747,0.156,0.974,0.014,0.198,-0.177,0.005
4FGL J0150.4+4848,unid-bll,-12.919,132.840,7.408,0.091,5.425,0.086,1.998,0.127,0.125
4FGL J0150.5-3337,bcu-bll,-75.709,243.526,4.345,0.144,0.100,0.053,0.067,-0.541,0.005
4FGL J0150.6-5448,bcu-bll,-60.292,285.641,8.657,0.054,0.100,0.018,-0.031,-0.404,0.005
4FGL J0150.9+1230,unid-bll,-47.813,144.833,4.188,0.071,0.100,0.064,0.039,-0.214,0.004
4FGL J0151.0+0539,bcu-bll,-54.184,148.888,10.222,0.053,0.100,0.993,-0.100,-0.269,0.004
4FGL J0151.3+8601,bll-bll,23.279,124.051,18.368,0.070,0.100,0.644,0.061,0.027,0.006
4FGL J0151.4-3607,bcu-bll,-74.400,251.861,11.358,0.082,0.100,0.168,0.069,-0.615,0.005
4FGL J0151.7+5455,bcu-fsrq,-6.938,131.591,7.196,0.134,0.269,0.227,0.305,0.265,0.004
4FGL J0152.2+3714,bcu-bll,-24.072,136.151,8.145,0.126,0.254,0.108,0.215,-0.226,0.003
4FGL J0152.2+2206,fsrq-fsrq,-38.607,141.058,15.044,0.085,0.100,3.108,0.254,-0.155,0.003
4FGL J0152.6+0147,bll-bll,-57.541,152.370,27.620,0.023,1000.000,0.789,-0.018,-0.473,0.010
4FGL J0152.6-1404,fsrq-bll,-70.651,173.542,4.203,0.260,0.100,0.437,0.027,-0.665,0.006
4FGL J0152.9-1109,unid-bll,-68.461,168.054,5.851,0.048,15.983,0.013,0.563,-0.616,0.006
4FGL J0153.0+7517,bll-bll,12.893,126.897,17.960,0.027,2.386,0.155,0.036,0.384,0.002
4FGL J0153.3+5416,unid-bll,-7.509,131.968,7.332,0.050,463.765,0.024,0.014,0.146,0.006
4FGL J0153.3-1845,unid-bll,-73.502,185.725,5.085,0.121,0.100,0.022,0.054,-0.678,0.004
4FGL J0153.4+7114,rdg-bll,8.973,127.924,9.927,0.028,1000.000,0.378,-0.051,0.532,0.006
4FGL J0153.9+0823,bll-bll,-51.381,148.225,40.257,0.019,4.175,2.992,0.118,-0.171,0.002
4FGL J0154.3-0236,fsrq-bll,-61.235,157.148,8.731,0.190,0.100,0.105,-0.068,-0.560,0.005
4FGL J0154.5-6604,bcu-fsrq,-49.825,293.087,28.280,0.024,0.208,1.659,0.174,-0.453,0.013
4FGL J0155.0+4433,bll-bll,-16.854,134.708,17.454,0.032,1.393,0.416,0.518,-0.064,0.023
4FGL J0155.5+2920,unid-bll,-31.483,139.331,4.678,0.146,0.100,0.083,0.003,-0.291,0.005
4FGL J0155.7+6642,unid-fsrq,4.628,129.239,4.691,0.126,0.441,0.397,0.508,0.815,0.205
4FGL J0156.1+1502,bcu-bll,-45.004,145.292,5.091,0.060,13.755,0.011,0.381,-0.240,0.004
4FGL J0156.3-2420,unid-bll,-75.137,205.719,13.908,0.042,5.043,0.078,0.267,-0.653,0.002
4FGL J0156.5+3914,fsrq-fsrq,-21.907,136.458,16.058,0.043,0.100,3.017,0.034,-0.302,0.006
4FGL J0156.6-1758,bcu-bll,-72.404,184.989,6.936,0.101,0.100,0.029,0.041,-0.565,0.004
4FGL J0156.8-4744,bll-bll,-65.754,275.465,20.273,0.053,0.100,0.394,-0.029,-0.532,0.006
4FGL J0156.9-5301,bll-bll,-61.382,282.203,27.273,0.025,30.197,0.693,0.164,-0.404,0.012
4FGL J0156.9+4648,bcu-bll,-14.589,134.438,7.440,0.097,1.371,0.064,0.679,0.001,0.055
4FGL J0156.9-3235,bcu-bll,-74.795,237.953,5.372,0.065,1000.000,0.064,-0.014,-0.619,0.005
